User ID,Exercise ID,Rating
53,5,5
54,5,3
55,5,2
56,5,5
57,5,5
58,5,4
59,5,5
60,5,5
61,5,4
62,5,5
63,5,3
64,5,5
65,5,1
66,5,1
67,5,3
68,5,4
69,5,5
70,5,2
71,5,3
72,5,4
73,5,5
74,5,3
75,5,3
76,5,4
77,5,5
78,5,1
79,5,3
80,5,5
81,5,4
82,5,5
83,5,4
84,5,3
85,5,3
86,5,5
87,5,5
88,5,2
89,5,2
90,5,4
91,5,2
92,5,5
93,5,2
94,5,4
95,5,4
96,5,4
97,5,3
98,5,4
99,5,3
100,5,3
101,5,5
102,5,5
103,5,2
104,5,3
105,5,5
106,5,5
107,5,3
108,5,3
109,5,5
110,5,5
111,5,4
112,5,1
113,5,3
114,5,4
115,5,5
116,5,4
117,5,2
118,5,5
119,5,4
120,5,4
121,5,3
122,5,4
123,5,3
124,5,3
125,5,5
126,5,5
127,5,2
128,5,2
129,5,5
130,5,3
131,5,2
132,5,4
133,5,3
134,5,1
135,5,5
136,5,4
137,5,5
138,5,3
139,5,5
140,5,4
141,5,2
142,5,2
143,5,5
144,5,3
145,5,4
146,5,2
147,5,2
148,5,1
149,5,3
150,5,4
151,5,5
152,5,3
153,5,3
154,5,2
155,5,4
156,5,1
157,5,5
158,5,2
159,5,3
160,5,4
161,5,4
162,5,1
163,5,4
164,5,4
165,5,5
166,5,3
167,5,3
168,5,2
169,5,3
170,5,1
171,5,1
172,5,2
173,5,3
174,5,4
175,5,2
176,5,3
177,5,2
178,5,5
179,5,3
180,5,4
181,5,4
182,5,3
183,5,2
184,5,5
185,5,2
186,5,1
187,5,1
188,5,5
189,5,3
190,5,5
191,5,4
192,5,4
193,5,4
194,5,3
195,5,2
196,5,3
197,5,3
198,5,5
199,5,2
200,5,4
201,5,1
202,5,3
203,5,3
204,5,3
205,5,1
206,5,4
207,5,2
208,5,3
209,5,3
210,5,5
211,5,4
212,5,4
213,5,4
214,5,4
215,5,2
216,5,4
217,5,2
218,5,3
219,5,3
220,5,5
221,5,2
222,5,2
223,5,4
224,5,3
225,5,5
226,5,3
227,5,1
228,5,5
229,5,1
230,5,3
231,5,1
232,5,4
233,5,2
234,5,5
235,5,1
236,5,3
237,5,3
238,5,4
239,5,2
240,5,4
241,5,5
242,5,4
243,5,3
244,5,5
245,5,5
246,5,5
247,5,3
248,5,5
249,5,1
250,5,3
1,6,5
2,6,3
3,6,5
4,6,5
5,6,3
6,6,5
7,6,5
8,6,4
9,6,2
10,6,4
11,6,4
12,6,3
13,6,4
14,6,3
15,6,4
16,6,2
17,6,5
18,6,2
19,6,5
20,6,4
21,6,4
22,6,3
23,6,5
24,6,4
25,6,4
26,6,4
27,6,2
28,6,3
29,6,4
30,6,5
31,6,1
32,6,3
33,6,4
34,6,3
35,6,5
36,6,5
37,6,4
38,6,5
39,6,1
40,6,5
41,6,1
42,6,3
43,6,3
44,6,5
45,6,3
46,6,4
47,6,3
48,6,3
49,6,5
50,6,4
51,6,2
52,6,4
53,6,5
54,6,4
55,6,2
56,6,5
57,6,5
58,6,5
59,6,5
60,6,5
61,6,4
62,6,2
63,6,2
64,6,5
65,6,1
66,6,3
67,6,4
68,6,4
69,6,5
70,6,4
71,6,3
72,6,5
73,6,5
74,6,4
75,6,3
76,6,4
77,6,5
78,6,2
79,6,3
80,6,5
81,6,3
82,6,4
83,6,5
84,6,1
85,6,2
86,6,5
87,6,5
88,6,3
89,6,2
90,6,5
91,6,3
92,6,5
93,6,3
94,6,3
95,6,4
96,6,4
97,6,3
98,6,4
99,6,3
100,6,3
101,6,4
102,6,4
103,6,4
104,6,2
105,6,4
106,6,5
107,6,3
108,6,3
109,6,4
110,6,4
111,6,3
112,6,5
113,6,4
114,6,3
115,6,5
116,6,4
117,6,1
118,6,5
119,6,5
120,6,4
121,6,3
122,6,2
123,6,3
124,6,2
125,6,1
126,6,5
127,6,5
128,6,3
129,6,4
130,6,3
131,6,3
132,6,5
133,6,1
134,6,2
135,6,5
136,6,4
137,6,5
138,6,3
139,6,4
140,6,4
141,6,4
142,6,2
143,6,5
144,6,2
145,6,5
146,6,5
147,6,2
148,6,1
149,6,1
150,6,5
151,6,4
152,6,3
153,6,2
154,6,3
155,6,4
156,6,2
157,6,5
158,6,2
159,6,4
160,6,2
161,6,5
162,6,3
163,6,4
164,6,2
165,6,5
166,6,4
167,6,3
168,6,4
169,6,3
170,6,1
171,6,3
172,6,3
173,6,2
174,6,4
175,6,3
176,6,3
177,6,2
178,6,4
179,6,3
180,6,5
181,6,3
182,6,3
183,6,1
184,6,4
185,6,3
186,6,3
187,6,1
188,6,5
189,6,2
190,6,4
191,6,4
192,6,5
193,6,5
194,6,4
195,6,3
196,6,1
197,6,3
198,6,4
199,6,1
200,6,3
201,6,1
202,6,3
203,6,2
204,6,2
205,6,3
206,6,4
207,6,3
208,6,3
209,6,3
210,6,5
211,6,3
212,6,5
213,6,4
214,6,5
215,6,2
216,6,5
217,6,1
218,6,2
219,6,3
220,6,5
221,6,4
222,6,3
223,6,5
224,6,5
225,6,5
226,6,1
227,6,3
228,6,3
229,6,1
230,6,3
231,6,3
232,6,5
233,6,3
234,6,4
235,6,2
236,6,2
237,6,3
238,6,3
239,6,3
240,6,2
241,6,4
242,6,5
243,6,3
244,6,5
245,6,4
246,6,5
247,6,3
248,6,5
249,6,3
250,6,3
1,7,4
2,7,3
3,7,4
4,7,2
5,7,3
6,7,5
7,7,4
8,7,4
9,7,2
10,7,4
11,7,5
12,7,3
13,7,5
14,7,1
15,7,4
16,7,2
17,7,5
18,7,3
19,7,5
20,7,1
21,7,4
22,7,2
23,7,4
24,7,1
25,7,1
26,7,2
27,7,3
28,7,4
29,7,5
30,7,4
31,7,3
32,7,3
33,7,3
34,7,3
35,7,5
36,7,5
37,7,1
38,7,4
39,7,3
40,7,5
41,7,2
42,7,3
43,7,3
44,7,5
45,7,2
46,7,4
47,7,2
48,7,3
49,7,5
50,7,2
51,7,4
52,7,3
53,7,5
54,7,2
55,7,1
56,7,4
57,7,5
58,7,5
59,7,5
60,7,5
61,7,5
62,7,4
63,7,4
64,7,5
65,7,1
66,7,1
67,7,4
68,7,4
69,7,5
70,7,3
71,7,1
72,7,5
73,7,5
74,7,5
75,7,1
76,7,4
77,7,5
78,7,3
79,7,2
80,7,5
81,7,5
82,7,4
83,7,1
84,7,2
85,7,3
86,7,4
87,7,4
88,7,2
89,7,3
90,7,5
91,7,2
92,7,4
93,7,3
94,7,2
95,7,2
96,7,3
97,7,2
98,7,3
99,7,3
100,7,4
101,7,4
102,7,5
103,7,3
104,7,5
105,7,5
106,7,4
107,7,1
108,7,3
109,7,5
110,7,5
111,7,2
112,7,2
113,7,2
114,7,3
115,7,5
116,7,3
117,7,4
118,7,5
119,7,5
120,7,4
121,7,3
122,7,3
123,7,3
124,7,4
125,7,1
126,7,4
127,7,3
128,7,3
129,7,4
130,7,3
131,7,3
132,7,4
133,7,1
134,7,1
135,7,5
136,7,5
137,7,5
138,7,3
139,7,4
140,7,2
141,7,3
142,7,2
143,7,4
144,7,3
145,7,4
146,7,4
147,7,1
148,7,3
149,7,4
150,7,4
151,7,4
152,7,3
153,7,4
154,7,3
155,7,5
156,7,3
157,7,5
158,7,2
159,7,4
160,7,3
161,7,5
162,7,3
163,7,5
164,7,4
165,7,5
166,7,3
167,7,3
168,7,1
169,7,2
170,7,1
171,7,1
172,7,3
173,7,3
174,7,5
175,7,3
176,7,3
177,7,3
178,7,4
179,7,3
180,7,5
181,7,1
182,7,2
183,7,3
184,7,4
185,7,3
186,7,2
187,7,3
188,7,4
189,7,3
190,7,5
191,7,4
192,7,4
193,7,4
194,7,2
195,7,3
196,7,3
197,7,3
198,7,5
199,7,3
200,7,4
201,7,3
202,7,5
203,7,3
204,7,3
205,7,1
206,7,3
207,7,2
208,7,3
209,7,2
210,7,5
211,7,3
212,7,5
213,7,5
214,7,4
215,7,3
216,7,4
217,7,4
218,7,2
219,7,1
220,7,4
221,7,3
222,7,2
223,7,4
224,7,4
225,7,5
226,7,3
227,7,3
228,7,3
229,7,3
230,7,2
231,7,2
232,7,5
233,7,3
234,7,5
235,7,1
236,7,2
237,7,3
238,7,1
239,7,3
240,7,4
241,7,4
242,7,4
243,7,3
244,7,4
245,7,4
246,7,5
247,7,3
248,7,5
249,7,1
250,7,2
1,8,4
2,8,2
3,8,5
4,8,4
5,8,4
6,8,5
7,8,4
8,8,4
9,8,4
10,8,4
11,8,5
12,8,3
13,8,4
14,8,2
15,8,5
16,8,3
17,8,4
18,8,4
19,8,5
20,8,3
21,8,5
22,8,4
23,8,5
24,8,3
25,8,3
26,8,1
27,8,1
28,8,3
29,8,5
30,8,5
31,8,2
32,8,3
33,8,1
34,8,3
35,8,5
36,8,4
37,8,4
38,8,4
39,8,3
40,8,4
41,8,3
42,8,4
43,8,3
44,8,5
45,8,3
46,8,2
47,8,5
48,8,3
49,8,5
50,8,3
51,8,4
52,8,2
53,8,5
54,8,1
55,8,1
56,8,4
57,8,5
58,8,5
59,8,5
60,8,5
61,8,4
62,8,3
63,8,3
64,8,5
65,8,2
66,8,2
67,8,4
68,8,4
69,8,4
70,8,4
71,8,2
72,8,5
73,8,5
74,8,4
75,8,3
76,8,4
77,8,5
78,8,3
79,8,1
80,8,4
81,8,5
82,8,5
83,8,4
84,8,1
85,8,2
86,8,4
87,8,4
88,8,1
89,8,3
90,8,5
91,8,3
92,8,4
93,8,3
94,8,1
95,8,3
96,8,3
97,8,2
98,8,3
99,8,3
100,8,3
101,8,5
102,8,5
103,8,4
104,8,3
105,8,4
106,8,4
107,8,3
108,8,2
109,8,4
110,8,5
111,8,3
112,8,3
113,8,3
114,8,2
115,8,5
116,8,1
117,8,3
118,8,5
119,8,5
120,8,5
121,8,3
122,8,3
123,8,1
124,8,4
125,8,3
126,8,4
127,8,5
128,8,3
129,8,5
130,8,2
131,8,1
132,8,4
133,8,3
134,8,3
135,8,5
136,8,4
137,8,5
138,8,2
139,8,4
140,8,2
141,8,2
142,8,3
143,8,5
144,8,3
145,8,5
146,8,2
147,8,3
148,8,3
149,8,3
150,8,5
151,8,4
152,8,3
153,8,2
154,8,3
155,8,5
156,8,3
157,8,4
158,8,4
159,8,3
160,8,1
161,8,4
162,8,1
163,8,4
164,8,4
165,8,5
166,8,3
167,8,2
168,8,1
169,8,3
170,8,2
171,8,3
172,8,1
173,8,2
174,8,5
175,8,2
176,8,3
177,8,2
178,8,5
179,8,3
180,8,4
181,8,1
182,8,3
183,8,3
184,8,4
185,8,2
186,8,2
187,8,3
188,8,5
189,8,2
190,8,4
191,8,4
192,8,5
193,8,5
194,8,3
195,8,2
196,8,2
197,8,2
198,8,4
199,8,2
200,8,2
201,8,3
202,8,2
203,8,2
204,8,3
205,8,2
206,8,1
207,8,3
208,8,3
209,8,3
210,8,4
211,8,4
212,8,4
213,8,4
214,8,5
215,8,3
216,8,5
217,8,5
218,8,3
219,8,2
220,8,4
221,8,4
222,8,1
223,8,5
224,8,4
225,8,5
226,8,2
227,8,3
228,8,2
229,8,3
230,8,2
231,8,4
232,8,5
233,8,3
234,8,5
235,8,1
236,8,2
237,8,3
238,8,4
239,8,3
240,8,4
241,8,4
242,8,4
243,8,1
244,8,4
245,8,5
246,8,4
247,8,2
248,8,4
249,8,2
250,8,2
1,9,5
2,9,3
3,9,5
4,9,4
5,9,4
6,9,4
7,9,5
8,9,5
9,9,2
10,9,1
11,9,4
12,9,2
13,9,4
14,9,1
15,9,4
16,9,2
17,9,4
18,9,3
19,9,4
20,9,1
21,9,4
22,9,3
23,9,5
24,9,4
25,9,3
26,9,1
27,9,2
28,9,2
29,9,5
30,9,5
31,9,4
32,9,2
33,9,2
34,9,3
35,9,5
36,9,4
37,9,2
38,9,5
39,9,3
40,9,5
41,9,4
42,9,3
43,9,2
44,9,5
45,9,3
46,9,3
47,9,3
48,9,3
49,9,4
50,9,3
51,9,3
52,9,3
53,9,5
54,9,4
55,9,2
56,9,5
57,9,5
58,9,4
59,9,5
60,9,5
61,9,5
62,9,4
63,9,3
64,9,4
65,9,2
66,9,2
67,9,4
68,9,5
69,9,4
70,9,3
71,9,3
72,9,5
73,9,4
74,9,5
75,9,2
76,9,4
77,9,5
78,9,3
79,9,3
80,9,4
81,9,4
82,9,4
83,9,2
84,9,4
85,9,1
86,9,5
87,9,4
88,9,2
89,9,1
90,9,5
91,9,3
92,9,4
93,9,3
94,9,1
95,9,2
96,9,4
97,9,1
98,9,3
99,9,2
100,9,3
101,9,4
102,9,5
103,9,2
104,9,4
105,9,4
106,9,5
107,9,3
108,9,3
109,9,5
110,9,4
111,9,4
112,9,2
113,9,3
114,9,1
115,9,5
116,9,2
117,9,4
118,9,5
119,9,4
120,9,4
121,9,3
122,9,4
123,9,3
124,9,3
125,9,3
126,9,5
127,9,5
128,9,2
129,9,4
130,9,3
131,9,2
132,9,5
133,9,2
134,9,3
135,9,4
136,9,5
137,9,4
138,9,2
139,9,4
140,9,2
141,9,3
142,9,2
143,9,4
144,9,3
145,9,4
146,9,2
147,9,3
148,9,3
149,9,3
150,9,5
151,9,4
152,9,3
153,9,3
154,9,3
155,9,5
156,9,2
157,9,4
158,9,3
159,9,4
160,9,3
161,9,4
162,9,3
163,9,5
164,9,3
165,9,5
166,9,3
167,9,2
168,9,3
169,9,3
170,9,3
171,9,3
172,9,3
173,9,3
174,9,5
175,9,1
176,9,3
177,9,3
178,9,4
179,9,1
180,9,5
181,9,2
182,9,2
183,9,2
184,9,5
185,9,5
186,9,3
187,9,3
188,9,5
189,9,1
190,9,4
191,9,3
192,9,5
193,9,5
194,9,2
195,9,3
196,9,2
197,9,2
198,9,5
199,9,2
200,9,1
201,9,3
202,9,5
203,9,2
204,9,4
205,9,3
206,9,3
207,9,3
208,9,3
209,9,3
210,9,5
211,9,2
212,9,5
213,9,5
214,9,5
215,9,1
216,9,5
217,9,4
218,9,3
219,9,3
220,9,5
221,9,3
222,9,3
223,9,5
224,9,3
225,9,5
226,9,3
227,9,2
228,9,1
229,9,3
230,9,2
231,9,2
232,9,5
233,9,4
234,9,5
235,9,3
236,9,2
237,9,3
238,9,2
239,9,2
240,9,2
241,9,5
242,9,5
243,9,3
244,9,4
245,9,4
246,9,4
247,9,1
248,9,4
249,9,1
250,9,3
1,10,5
2,10,2
3,10,4
4,10,4
5,10,3
6,10,5
7,10,4
8,10,3
9,10,1
10,10,2
11,10,5
12,10,3
13,10,4
14,10,3
15,10,5
16,10,3
17,10,5
18,10,2
19,10,4
20,10,2
21,10,4
22,10,2
23,10,5
24,10,4
25,10,2
26,10,2
27,10,2
28,10,1
29,10,4
30,10,5
31,10,3
32,10,4
33,10,2
34,10,2
35,10,4
36,10,5
37,10,3
38,10,4
39,10,3
40,10,5
41,10,4
42,10,3
43,10,3
44,10,5
45,10,3
46,10,3
47,10,3
48,10,3
49,10,5
50,10,3
51,10,3
52,10,2
53,10,5
54,10,3
55,10,3
56,10,4
57,10,4
58,10,5
59,10,4
60,10,5
61,10,4
62,10,1
63,10,4
64,10,5
65,10,3
66,10,2
67,10,3
68,10,5
69,10,4
70,10,3
71,10,1
72,10,5
73,10,4
74,10,4
75,10,2
76,10,4
77,10,4
78,10,2
